"Authors","Author full names","Author(s) ID","Title","Year","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Link","Abstract","Author Keywords","Index Keywords","Funding Details","Editors","Publisher","PubMed ID"
"Popescu D.; Ichim L.","Popescu, Dan (12792410200); Ichim, Loretta (15077990200)","12792410200; 15077990200","Intelligent image processing system for detection and segmentation of regions of interest in retinal images","2018","10","3","73","","","","10.3390/SYM10030073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047252054&doi=10.3390%2fSYM10030073&partnerID=40&md5=7fc85b8d68f446c5873f3b9276869f2b","The automatic detection, segmentation, localization, and evaluation of the optic disc, macula, exudates, and hemorrhages are very important for diagnosing retinal diseases. One of the difficulties in detecting such regions of interest (RoIs) with computer vision is their symmetries, e.g., between the optic disc and exudates and also between exudates and hemorrhages. This paper proposes an original, intelligent, and high-performing image processing system for the simultaneous detection and segmentation of retinal RoIs. The basic principles of the method are image decomposition in small boxes and local texture analysis. The processing flow contains three phases: preprocessing, learning, and operating. As a first novelty, we propose proper feature selection based on statistical analysis in confusion matrices for different feature types (extracted from a co-occurrence matrix, fractal type, and local binary patterns). Mainly, the selected features are chosen to differentiate between similar RoIs. The second novelty consists of local classifier fusion. To this end, the local classifiers associated with features are grouped in global classifiers corresponding to the RoIs. The local classifiers are based on minimum distances to the representatives of classes and the global classifiers are based on confidence intervals, weights, and a voting scheme. A deep convolutional neural network, based on supervised learning, for blood vessel segmentation is proposed in order to improve the RoI detection performance. Finally, the experimental results on real images from different databases demonstrate the rightness of our methodologies and algorithms. © 2019 by the authors.","Biomedical image processing; Convolutional neural network; Exudates; Feature selection; Hemorrhages; Macula; Optic disc; Retinal image segmentation; Texture analysis","","","","MDPI AG",""
"Lin J.; Clancy N.T.; Qi J.; Hu Y.; Tatla T.; Stoyanov D.; Maier-Hein L.; Elson D.S.","Lin, Jianyu (56606450100); Clancy, Neil T. (34978108100); Qi, Ji (45761341500); Hu, Yang (57116675300); Tatla, Taran (57203131729); Stoyanov, Danail (57203105770); Maier-Hein, Lena (22634618600); Elson, Daniel S. (7005533698)","56606450100; 34978108100; 45761341500; 57116675300; 57203131729; 57203105770; 22634618600; 7005533698","Dual-modality endoscopic probe for tissue surface shape reconstruction and hyperspectral imaging enabled by deep neural networks","2018","48","","","162","176","14","10.1016/j.media.2018.06.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048705488&doi=10.1016%2fj.media.2018.06.004&partnerID=40&md5=48ae180c3cf428569e620ef396b95b8f","Surgical guidance and decision making could be improved with accurate and real-time measurement of intra-operative data including shape and spectral information of the tissue surface. In this work, a dual-modality endoscopic system has been proposed to enable tissue surface shape reconstruction and hyperspectral imaging (HSI). This system centers around a probe comprised of an incoherent fiber bundle, whose fiber arrangement is different at the two ends, and miniature imaging optics. For 3D reconstruction with structured light (SL), a light pattern formed of randomly distributed spots with different colors is projected onto the tissue surface, creating artificial texture. Pattern decoding with a Convolutional Neural Network (CNN) model and a customized feature descriptor enables real-time 3D surface reconstruction at approximately 12 frames per second (FPS). In HSI mode, spatially sparse hyperspectral signals from the tissue surface can be captured with a slit hyperspectral imager in a single snapshot. A CNN based super-resolution model, namely “super-spectral-resolution” network (SSRNet), has also been developed to estimate pixel-level dense hypercubes from the endoscope cameras standard RGB images and the sparse hyperspectral signals, at approximately 2 FPS. The probe, with a 2.1 mm diameter, enables the system to be used with endoscope working channels. Furthermore, since data acquisition in both modes can be accomplished in one snapshot, operation of this system in clinical applications is minimally affected by tissue surface movement and deformation. The whole apparatus has been validated on phantoms and tissue (ex vivo and in vivo), while initial measurements on patients during laryngeal surgery show its potential in real-world clinical applications. © 2018 Elsevier B.V.","3D reconstruction; Deep learning; Hyperspectral imaging; Intra-operative imaging; Structured light; Super-spectral-resolution","Algorithms; Endoscopes; Fiber Optic Technology; Humans; Image Processing, Computer-Assisted; Imaging, Three-Dimensional; Intraoperative Period; Neural Networks (Computer); Spatial Analysis; Spectrum Analysis; Biomedical signal processing; Convolutional neural networks; Data acquisition; Decision making; Deep learning; Deep neural networks; Endoscopy; Image reconstruction; Light; Probes; Spectral resolution; Spectroscopy; Surgery; Textures; Three dimensional computer graphics; Tissue; 3D reconstruction; 3D surface reconstruction; Hyperspectral imagers; Hyperspectral signals; Intra-operative imaging; Real time measurements; Structured Light; Super-resolution models; accuracy; Article; deep neural network; human; human tissue; hyperspectral imaging; image quality; imaging; larynx; machine learning; prediction; priority journal; three dimensional imaging; algorithm; artificial neural network; endoscope; fiber optics; image processing; intraoperative period; procedures; spatial analysis; spectroscopy; Hyperspectral imaging","Cancer Research UK Imperial Centre; IGHI; National Institute for Health Research Imperial Biomedical Research Centre; Horizon 2020 Framework Programme, H2020, (637960); Imperial Experimental Cancer Medicine Centre, ECMC; European Research Council, ERC, (242991)","","Elsevier B.V.","29933116"
"Cao C.; Liu F.; Tan H.; Song D.; Shu W.; Li W.; Zhou Y.; Bo X.; Xie Z.","Cao, Chensi (57201095774); Liu, Feng (55946542300); Tan, Hai (57225973247); Song, Deshou (57201085147); Shu, Wenjie (12798780300); Li, Weizhong (57215118233); Zhou, Yiming (57221212620); Bo, Xiaochen (7005391024); Xie, Zhi (35775013100)","57201095774; 55946542300; 57225973247; 57201085147; 12798780300; 57215118233; 57221212620; 7005391024; 35775013100","Deep Learning and Its Applications in Biomedicine","2018","16","1","","17","32","15","10.1016/j.gpb.2017.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043357845&doi=10.1016%2fj.gpb.2017.07.003&partnerID=40&md5=9567c9737feac0eed667c3b83ae210b9","Advances in biological and medical technologies have been providing us explosive volumes of biological and physiological data, such as medical images, electroencephalography, genomic and protein sequences. Learning from these data facilitates the understanding of human health and disease. Developed from artificial neural networks, deep learning-based algorithms show great promise in extracting features and learning patterns from complex data. The aim of this paper is to provide an overview of deep learning techniques and some of the state-of-the-art applications in the biomedical field. We first introduce the development of artificial neural network and deep learning. We then describe two main components of deep learning, i.e., deep learning architectures and model optimization. Subsequently, some examples are demonstrated for deep learning applications, including medical image classification, genomic sequence analysis, as well as protein structure classification and prediction. Finally, we offer our perspectives for the future directions in the field of deep learning. © 2018","Big data; Bioinformatics; Biomedical informatics; Deep learning; High-throughput sequencing; Medical image","Algorithms; Computational Biology; Diagnostic Imaging; Genomics; Humans; Image Interpretation, Computer-Assisted; Machine Learning; Neural Networks (Computer); Protein Structure, Secondary; Proteins; protein; algorithm; artificial neural network; biomedicine; classification; deep learning based algorithm; entropy; gene expression; genomics; image segmentation; learning; model; parameters; process optimization; protein structure; Review; artificial neural network; biology; computer assisted diagnosis; diagnostic imaging; human; machine learning; metabolism; procedures; protein secondary structure","Center for Precision Medicine, Sun Yat-sen University; National High-tech Research and Development Program, (2015AA020110)","","Beijing Genomics Institute","29522900"
"Ding J.; Li X.; Gudivada V.N.","Ding, Junhua (7402608357); Li, Xinchuan (36194758400); Gudivada, Venkat N. (6602858683)","7402608357; 36194758400; 6602858683","Augmentation and evaluation of training data for deep learning","2017","2018-January","","","2603","2611","8","10.1109/BigData.2017.8258220","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047761559&doi=10.1109%2fBigData.2017.8258220&partnerID=40&md5=a55fd08262459b1a6b2d24cc9bc3a6c2","Deep learning is an important technique for extracting value from big data. However, the effectiveness of deep learning requires large volumes of high quality training data. In many cases, the size of training data is not large enough for effectively training a deep learning classifier. Data augmentation is a widely adopted approach for increasing the amount of training data. But the quality of the augmented data may be questionable. Therefore, a systematic evaluation of training data is critical. Furthermore, if the training data is noisy, it is necessary to separate out the noise data automatically. In this paper, we propose a deep learning classifier for automatically separating good training data from noisy data. To effectively train the deep learning classifier, the original training data need to be transformed to suit the input format of the classifier. Moreover, we investigate different data augmentation approaches to generate sufficient volume of training data from limited size original training data. We evaluated the quality of the training data through cross validation of the classification accuracy with different classification algorithms. We also check the pattern of each data item and compare the distributions of datasets. We demonstrate the effectiveness of the proposed approach through an experimental investigation of automated classification of massive biomedical images. Our approach is generic and is easily adaptable to other big data domains. © 2017 IEEE.","big data; convolutional neural network; deep learning; diffraction image; machine learning; neural network; support vector machine","Big data; Clustering algorithms; Deep learning; Deep neural networks; Learning systems; Neural networks; Quality control; Support vector machines; Automated classification; Classification accuracy; Classification algorithm; Convolutional neural network; Diffraction images; Experimental investigations; Learning classifiers; Systematic evaluation; Classification (of information)","National Science Foundation, NSF, (1730568); East Carolina University, ECU","Nie J.-Y.; Obradovic Z.; Suzumura T.; Ghosh R.; Nambiar R.; Wang C.; Zang H.; Baeza-Yates R.; Baeza-Yates R.; Hu X.; Kepner J.; Cuzzocrea A.; Tang J.; Toyoda M.","Institute of Electrical and Electronics Engineers Inc.",""
"Aubreville M.; Goncalves M.; Knipfer C.; Oetter N.; Würfl T.; Neumann H.; Stelzle F.; Bohr C.; Maier A.","Aubreville, Marc (56940880900); Goncalves, Miguel (57194557921); Knipfer, Christian (35090081500); Oetter, Nicolai (55892022000); Würfl, Tobias (57191574553); Neumann, Helmut (23100999100); Stelzle, Florian (32267673500); Bohr, Christopher (8549789900); Maier, Andreas (23392966100)","56940880900; 57194557921; 35090081500; 55892022000; 57191574553; 23100999100; 32267673500; 8549789900; 23392966100","Patch-based carcinoma detection on confocal laser endomicroscopy images - a cross-site robustness assessment","2018","2","","","27","34","7","10.5220/0006534700270034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051722163&doi=10.5220%2f0006534700270034&partnerID=40&md5=f6f6c089fb81af13d158d45271c6fb72","Deep learning technologies such as convolutional neural networks (CNN) provide powerful methods for image recognition and have recently been employed in the field of automated carcinoma detection in confocal laser endomicroscopy (CLE) images. CLE is a (sub-)surface microscopic imaging technique that reaches magnifications of up to 1000x and is thus suitable for in vivo structural tissue analysis. In this work, we aim to evaluate the prospects of a priorly developed deep learning-based algorithm targeted at the identification of oral squamous cell carcinoma with regard to its generalization to further anatomic locations of squamous cell carcinomas in the area of head and neck. We applied the algorithm on images acquired from the vocal fold area of five patients with histologically verified squamous cell carcinoma and presumably healthy control images of the clinically normal contra-lateral vocal cord. We find that the network trained on the oral cavity data reaches an accuracy of 89.45% and an area-under-the-curve (AUC) value of 0.955, when applied on the vocal cords data. Compared to the state of the art, we achieve very similar results, yet with an algorithm that was trained on a completely disjunct data set. Concatenating both data sets yielded further improvements in cross-validation with an accuracy of 90.81% and AUC of 0.970. In this study, for the first time to our knowledge, a deep learning mechanism for the identification of oral carcinomas using CLE Images could be applied to other disciplines in the area of head and neck. This study shows the prospect of the algorithmic approach to generalize well on other malignant entities of the head and neck, regardless of the anatomical location and furthermore in an examiner-independent manner. Copyright © 2018 by SCITEPRESS – Science and Technology Publications, Lda. All rights reserved","Automatic Carcinoma Detection; Confocal Laser Endomicroscopy; Deep Convolutional Networks; Squamous Cell Carcinoma","Biomedical engineering; Engineering education; Image recognition; Imaging techniques; Neural networks; Algorithmic approach; Area under the curves; Confocal laser endomicroscopy; Convolutional neural network; Learning-based algorithms; Oral squamous cell carcinomata; Robustness assessment; Squamous cell carcinoma; Deep learning","","Wiebe S.; Gamboa H.; Fred A.; Bermudez i Badia S.","SciTePress",""
"Wu Y.-T.; Huang T.H.; Yi Lin C.; Tsai S.J.; Wang P.-S.","Wu, Yu-Te (7406890264); Huang, Tzu Hsuan (57203099841); Yi Lin, Chun (57203089489); Tsai, Sheng Jia (57203091026); Wang, Po-Shan (7405458546)","7406890264; 57203099841; 57203089489; 57203091026; 7405458546","Classification of EEG Motor Imagery Using Support Vector Machine and Convolutional Neural Network","2018","","","8606765","","","","10.1109/CACS.2018.8606765","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062429665&doi=10.1109%2fCACS.2018.8606765&partnerID=40&md5=613ea47d028b115aa802a16dfd6749e2","In this study, we used two machine learning algorithms, namely, linear support vector machine (SVM) and convolutional neural network (CNN), to classify the BCI (Brain Computer interface) competition IV-2a 2-class MI (motor imagery) data set which consists of EEG data from 9 subjects. For each subject, 5 sessions of signals from three electrodes (C3, Cz, and C4) were recorded with sampling rate 250Hz. The training data, which consisted of the first 3 sessions, included 400 trials. The evaluation data, which consisted of the last 2 sessions, included 320 trials. Each trial started with gazing at fix cross on screen for 3 seconds followed by a one-second visual cue pointing either to the left or right to instruct the subject for left or right motor imagery over a period of 4 seconds, and then followed by a short break of at least 1.5 seconds. Features were extracted from the 0.5 to 2.5 second signals after the cue for each trial from C3 and C4. Each EEG trial was band pass filtered into different frequency bands, namely, delta (0.5-3Hz), theta (4-8Hz), alpha (8-12Hz), beta bands (13-30Hz), gamma bands (31-60Hz). Those filtered signals were then used as the input data for training the linear SVM. In addition, we generated a 2 by 500 matrix by down sampling the training data from each trial. There are 5760 such matrices in total generated from all subjects and serve as the input data for training CNN and the trained model was evaluated by another 340 matrices from each subject. Our CNN architecture consisted of 2 convolution layer and 2 fully connect layers, and there was a batch normalization layer before the activated layer and a dropout layer with a probability of 50% after the activated layer. The classification accuracies evaluated by averaged kappa values obtained from linear SVM and CNN are 0.5 and 0.621, respectively, suggesting the deep learning CNN method is superior to the classical linear SVM on the EEG classification. © 2018 IEEE.","Brain Computer Interface (BCI); Convolution Neural Networks (CNN).; Electroencephalography (EEG); Machine Learning (ML); Motor Imagery (MI); Signal Processing; Support Vector Machine (SVM)","Biomedical signal processing; Brain computer interface; Classification (of information); Convolution; Deep learning; Electrophysiology; Image classification; Learning algorithms; Matrix algebra; Neural networks; Signal sampling; Support vector machines; Brain computer interface; Convolution neural network; Convolution neural network .; Electroencephalography; Machine learning; Machine-learning; Motor imagery; Signal-processing; Support vector machine; Support vectors machine; Electroencephalography","","","Institute of Electrical and Electronics Engineers Inc.",""
"Lee C.S.; Tyring A.J.; Deruyter N.P.; Wu Y.; Rokem A.; Lee A.Y.","Lee, Cecilia S. (56472056400); Tyring, Ariel J. (56221971100); Deruyter, Nicolaas P. (57193351908); Wu, Yue (57194851622); Rokem, Ariel (6507945628); Lee, Aaron Y. (26635526200)","56472056400; 56221971100; 57193351908; 57194851622; 6507945628; 26635526200","Deep-learning based, automated segmentation of macular edema in optical coherence tomography","2017","8","7","295030","3440","3448","8","10.1364/BOE.8.003440","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023600747&doi=10.1364%2fBOE.8.003440&partnerID=40&md5=23e1aa7909ff747ee8d7b8a90f60665b","Evaluation of clinical images is essential for diagnosis in many specialties. Therefore the development of computer vision algorithms to help analyze biomedical images will be important. In ophthalmology, optical coherence tomography (OCT) is critical for managing retinal conditions. We developed a convolutional neural network (CNN) that detects intraretinal fluid (IRF) on OCT in a manner indistinguishable from clinicians. Using 1,289 OCT images, the CNN segmented images with a 0.911 cross-validated Dice coefficient, compared with segmentations by experts. Additionally, the agreement between experts and between experts and CNN were similar. Our results reveal that CNN can be trained to perform automated segmentations of clinically relevant image features. © 2017 Optical Society of America.","","Bioinformatics; Deep learning; Image segmentation; Neural networks; Ophthalmology; Tomography; Automated segmentation; Biomedical images; Clinical images; Computer vision algorithms; Convolutional neural network; Dice coefficient; Intra-retinal fluids; Segmented images; Article; artificial neural network; correlation coefficient; human; image analysis; image segmentation; learning algorithm; macular edema; optical coherence tomography; retina detachment; training; validation process; Optical tomography","National Eye Institute, NEI, (K23EY02492); Alfred P. Sloan Foundation; Gordon and Betty Moore Foundation, GBMF; Research to Prevent Blindness, RPB; Nvidia","","OSA - The Optical Society",""
"Bobrov E.; Georgievskaya A.; Kiselev K.; Sevastopolsky A.; Zhavoronkov A.; Gurov S.; Rudakov K.; Tobar M.P.B.; Jaspers S.; Clemann S.","Bobrov, Eugene (57204955857); Georgievskaya, Anastasia (57204955063); Kiselev, Konstantin (57204955979); Sevastopolsky, Artem (57195675236); Zhavoronkov, Alex (39862415800); Gurov, Sergey (57192988543); Rudakov, Konstantin (6603540895); Tobar, Maria del Pilar Bonilla (57204949557); Jaspers, Sören (7003534930); Clemann, Sven (6507975498)","57204955857; 57204955063; 57204955979; 57195675236; 39862415800; 57192988543; 6603540895; 57204949557; 7003534930; 6507975498","PhotoAgeClock: Deep learning algorithms for development of noninvasive visual biomarkers of aging","2018","10","11","","3249","3259","10","10.18632/aging.101629","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057278319&doi=10.18632%2faging.101629&partnerID=40&md5=1444e108d56ace3a49d20eda7e29c824","Aging biomarkers are the qualitative and quantitative indicators of the aging processes of the human body. Estimation of biological age is important for assessing the physiological state of an organism. The advent of machine learning lead to the development of the many age predictors commonly referred to as the ""aging clocks"" varying in biological relevance, ease of use, cost, actionability, interpretability, and applications. Here we present and investigate a novel non-invasive class of visual photographic biomarkers of aging. We developed a simple and accurate predictor of chronological age using just the anonymized images of eye corners called the PhotoAgeClock. Deep neural networks were trained on 8414 anonymized high-resolution images of eye corners labeled with the correct chronological age. For people within the age range of 20 to 80 in a specific population, the model was able to achieve a mean absolute error of 2.3 years and 95% Pearson and Spearman correlation. © Bobrov et al.","Age prediction; Biomedical imaging; Computer vision; Deep learning; Photographic aging biomarker; Photographic aging clock","Adult; Aged; Aged, 80 and over; Aging; Algorithms; Biomarkers; Deep Learning; Face; Female; Humans; Machine Learning; Middle Aged; Neural Networks, Computer; Skin Aging; Young Adult; biological marker; adult; aged; aging; algorithm; cutaneous parameters; face; female; human; machine learning; middle aged; physiology; very elderly; young adult","","","Impact Journals LLC","30414596"
"Ahmed M.R.; Zhang Y.; Feng Z.; Lo B.; Inan O.T.; Liao H.","Ahmed, Md Rishad (35177456400); Zhang, Yuan (55971560500); Feng, Zhiquan (7403443516); Lo, Benny (15834859900); Inan, Omer T. (15753969900); Liao, Hongen (7201507586)","35177456400; 55971560500; 7403443516; 15834859900; 15753969900; 7201507586","Neuroimaging and Machine Learning for Dementia Diagnosis: Recent Advancements and Future Prospects","2019","12","","8572804","19","33","14","10.1109/RBME.2018.2886237","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058630419&doi=10.1109%2fRBME.2018.2886237&partnerID=40&md5=adc280dc28673fa8348a0530eaa07998","Dementia, a chronic and progressive cognitive declination of brain function caused by disease or impairment, is becoming more prevalent due to the aging population. A major challenge in dementia is achieving accurate and timely diagnosis. In recent years, neuroimaging with computer-aided algorithms have made remarkable advances in addressing this challenge. The success of these approaches is mostly attributed to the application of machine learning techniques for neuroimaging. In this review paper, we present a comprehensive survey of automated diagnostic approaches for dementia using medical image analysis and machine learning algorithms published in the recent years. Based on the rigorous review of the existing works, we have found that, while most of the studies focused on Alzheimer's disease, recent research has demonstrated reasonable performance in the identification of other types of dementia remains a major challenge. Multimodal imaging analysis deep learning approaches have shown promising results in the diagnosis of these other types of dementia. The main contributions of this review paper are as follows. 1) Based on the detailed analysis of the existing literature, this paper discusses neuroimaging procedures for dementia diagnosis. 2) It systematically explains the most recent machine learning techniques and, in particular, deep learning approaches for early detection of dementia. © 2008 IEEE.","computer-aided diagnosis (CAD); deep learning; Dementia; image processing; machine learning; neuroimaging","Algorithms; Alzheimer Disease; Cognitive Dysfunction; Dementia; Early Diagnosis; Humans; Image Interpretation, Computer-Assisted; Machine Learning; Multimodal Imaging; Neuroimaging; Pattern Recognition, Automated; Artificial intelligence; Computer aided diagnosis; Computer aided instruction; Deep learning; Image processing; Learning systems; Magnetic resonance imaging; Medical computing; Neurodegenerative diseases; Neuroimaging; dopamine transporter; Alzheimer's disease; Automated diagnostics; Biomedical imaging; Computer Aided Diagnosis(CAD); Dementia; Machine learning techniques; Multi-modal imaging; Recent researches; aging; algorithm; Alzheimer disease; arterial spin labeling; artificial neural network; brain blood flow; clinical feature; controlled study; deep learning; dementia; diagnostic value; early diagnosis; electroencephalogram; functional connectivity; gray matter; human; image analysis; image processing; machine learning; major clinical study; multimodal imaging; myocardial perfusion imaging; neuroimaging; nuclear magnetic resonance imaging; positron emission tomography; predictive value; Review; right hippocampus; short term memory; single photon emission computed tomography; white matter; Alzheimer disease; automated pattern recognition; cognitive defect; computer assisted diagnosis; dementia; diagnostic imaging; machine learning; neuroimaging; pathophysiology; procedures; trends; Learning algorithms","Alzheimer’s disease; Beijing National Science Foundation; Shandong Provincial Key Research & Development Project, (2017GGX10141); National Natural Science Foundation of China, NSFC, (61472163, 61572231, 7172122, 81427803, 81771940, L172003); National Basic Research Program of China (973 Program), (2017YFC0108000)","","Institute of Electrical and Electronics Engineers","30561351"
"Harangi B.","Harangi, Balazs (36198305300)","36198305300","Skin lesion classification with ensembles of deep convolutional neural networks","2018","86","","","25","32","7","10.1016/j.jbi.2018.08.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052633192&doi=10.1016%2fj.jbi.2018.08.006&partnerID=40&md5=976b6f7af1e908dca4d1dbd7b68c53df","Skin cancer is a major public health problem with over 123,000 newly diagnosed cases worldwide in every year. Melanoma is the deadliest form of skin cancer, responsible for over 9000 deaths in the United States each year. Thus, reliable automatic melanoma screening systems would provide a great help for clinicians to detect the malignant skin lesions as early as possible. In the last five years, the efficiency of deep learning-based methods increased dramatically and their performances seem to outperform conventional image processing methods in classification tasks. However, this type of machine learning-based approaches have a main drawback, namely they require thousands of labeled images per classes for their training. In this paper, we investigate how we can create an ensemble of deep convolutional neural networks to improve further their individual accuracies in the task of classifying dermoscopy images into the three classes melanoma, nevus, and seborrheic keratosis when we have no opportunity to train them on adequate number of annotated images. To achieve high classification accuracy, we fuse the outputs of the classification layers of four different deep neural network architectures. More specifically, we propose the aggregation of robust convolutional neural networks (CNNs) into one framework, where the final classification is achieved based on the weighted output of the member CNNs. For aggregation, we consider different fusion-based methods and select the best performing one for this problem. Our experimental results also prove that the creation of an ensemble of different neural networks is a meaningful approach, since each of the applied fusion strategies outperforms the individual networks regarding classification accuracy. The average area under the receiver operating characteristic curve has been found to be 0.891 for the 3-class classification task. For an objective evaluation of our approach, we have tested its performance on the official test database of the IEEE International Symposium on Biomedical Imaging (ISBI) 2017 challenge on Skin Lesion Analysis Towards Melanoma Detection dedicated to skin cancer recognition. © 2018 Elsevier Inc.","Deep convolutional neural network; Ensemble-based system; Information fusion; Melanoma detection","Algorithms; Databases, Factual; Dermoscopy; Diagnosis, Computer-Assisted; Humans; Image Processing, Computer-Assisted; Keratosis, Seborrheic; Machine Learning; Melanocytes; Melanoma; Neural Networks (Computer); Nevus; ROC Curve; Skin Neoplasms; Convolution; Dermatology; Diagnosis; Diseases; Image classification; Image enhancement; Information fusion; Learning algorithms; Medical imaging; Network architecture; Neural networks; Oncology; Classification accuracy; Convolutional neural network; Deep convolutional neural networks; Ensemble-based systems; Image processing - methods; Learning-based methods; Melanoma detection; Receiver operating characteristic curves; algorithm; area under the curve; Article; artificial neural network; convolutional neural network; deep convolutional neural network; epiluminescence microscopy; genetic algorithm; measurement accuracy; melanoma; nevus; priority journal; receiver operating characteristic; seborrheic keratosis; sensitivity and specificity; simulated annealing algorithm; stochastic gradient descent algorithm; theoretical model; computer assisted diagnosis; diagnostic imaging; factual database; human; image processing; machine learning; melanocyte; melanoma; nevus; pathology; procedures; seborrheic keratosis; skin tumor; Deep neural networks","European Commission, EC; European Social Fund, ESF","","Academic Press Inc.","30103029"
"Shah A.; Zhou L.N.; Abrámoff M.D.; Wu X.A.","Shah, Abhay (56595996000); Zhou, Leixi N. (57219055429); Abrámoff, Michael D. (6602158360); Wu, Xi Aodong (56191850800)","56595996000; 57219055429; 6602158360; 56191850800","Multiple surface segmentation using convolution neural nets: Application to retinal layer segmentation in OCT images","2018","9","9","#335964","4509","4526","17","10.1364/BOE.9.004509","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052752339&doi=10.1364%2fBOE.9.004509&partnerID=40&md5=af8a5cf9352b300f99bb08543d68310b","Automated segmentation of object boundaries or surfaces is crucial for quantitative image analysis in numerous biomedical applications. For example, retinal surfaces in optical coherence tomography (OCT) images play a vital role in the diagnosis and management of retinal diseases. Recently, graph based surface segmentation and contour modeling have been developed and optimized for various surface segmentation tasks. These methods require expertly designed, application specific transforms, including cost functions, constraints and model parameters. However, deep learning based methods are able to directly learn the model and features from training data. In this paper, we propose a convolutional neural network (CNN) based framework to segment multiple surfaces simultaneously. We demonstrate the application of the proposed method by training a single CNN to segment three retinal surfaces in two types of OCT images-normal retinas and retinas affected by intermediate age-related macular degeneration (AMD). The trained network directly infers the segmentations for each B-scan in one pass. The proposed method was validated on 50 retinal OCT volumes (3000 B-scans) including 25 normal and 25 intermediate AMD subjects. Our experiment demonstrated statistically significant improvement of segmentation accuracy compared to the optimal surface segmentation method with convex priors (OSCS) and two deep learning based UNET methods for both types of data. The average computation time for segmenting an entire OCT volume (consisting of 60 B-scans each) for the proposed method was 12.3 seconds, demonstrating low computation costs and higher performance compared to the graph based optimal surface segmentation and UNET based methods. © 2018 Optical Society of America.","","Convolution; Cost functions; Deep learning; Diagnosis; Graphic methods; Medical applications; Neural networks; Ophthalmology; Optical tomography; Age-related macular degeneration; Automated segmentation; Biomedical applications; Convolutional Neural Networks (CNN); Learning-based methods; Multiple surface segmentations; Quantitative image analysis; Segmentation accuracy; age related macular degeneration; Article; B scan; comparative study; convolutional neural network; diagnostic accuracy; human; image analysis; image processing; image segmentation; learning algorithm; multiple surface segmentation; optical coherence tomography; quantitative analysis; retinal layer segmentation; retinal pigment epithelium; spectral domain optical coherence tomography; surface property; two-dimensional imaging; Image segmentation","","","OSA - The Optical Society",""
